35100,,,,SSS000002Dv55L,2016-04-04 17:33:57.730000000,2016-03-16 03:00:50,,,388059,2190,REG,648636,,
35126,,,,SSS000002B5yu5,2016-04-04 17:33:57.730000000,2016-02-20 04:01:20,,,385419,2190,REG,636030,,
35128,,,,SSS000002Dl17J,2016-04-04 17:33:57.730000000,2016-02-23 04:00:24,,,387968,2190,REG,648258,,
35164,,,,SSS000002CtVUv,2016-04-04 17:33:57.730000000,2016-03-16 03:00:36,,,387177,2360,BLM,641559,,
35188,,,,SSS000002BOTXz,2016-04-04 17:33:57.730000000,2016-03-16 03:00:35,,,385503,2360,REG,636712,,
35214,,,,SSS000002BJoZs,2016-04-04 17:33:57.730000000,2016-02-20 04:00:50,,,385572,2360,REG,636649,,
35291,,,,SSS000002BPbmr,2016-04-04 17:33:57.730000000,2016-02-20 04:00:53,,,386506,2360,REG,641069,,
35299,,,,SSS000002Ecpvx,2016-04-04 17:33:57.730000000,2016-03-03 04:00:19,,,388358,2360,REG,648733,,
35795,,,,SSS000002DpJsO,2016-04-04 17:33:57.730000000,2016-02-24 04:00:28,,,388022,2440,REG,648557,,
35797,,,,SSS000002EbDbJ,2016-04-04 17:33:57.730000000,2016-03-02 04:00:15,,,388331,2440,REG,649134,,
35825,,,,SSS000002C2T4u,2016-04-04 17:33:57.730000000,2016-02-20 04:00:58,,,386236,2440,REG,644626,,
35890,,,,SSS000002DSCAD,2016-04-04 17:33:57.730000000,2016-02-19 17:04:24,,,387907,2440,REG,646820,,
35891,,,,SSS000002DSCRs,2016-04-04 17:33:57.730000000,2016-03-16 03:00:37,,,387909,2440,REG,646821,,
35918,,,,SSS000002CaEzh,2016-04-04 17:33:57.730000000,2016-02-20 04:01:00,,,387129,2440,REG,642759,,
35927,,,,SSS000002DXZAR,2016-04-04 17:33:57.730000000,2016-03-16 03:00:38,,,387913,2440,REG,646653,,
35975,,,,SSS000002As2on,2016-04-04 17:33:57.730000000,2016-03-28 20:26:54,Invalid,2016-03-22,386016,2440,REG,635787,,
36780,,,,SSS000002H22cY,2016-04-04 17:33:57.730000000,2016-03-30 03:00:19,,,389191,4022,REG,651189,,
36782,,,,SSS000002H00UX,2016-04-04 17:33:57.730000000,2016-03-30 03:00:19,,,389160,4022,REG,651112,,
36785,,,,SSS000002D4iko,2016-04-04 17:33:57.730000000,2016-03-16 03:00:42,,,387759,4022,REG,646488,,
36789,,,,SSS000002DHWw9,2016-04-04 17:33:57.730000000,2016-03-16 03:00:43,,,387769,4022,REG,646341,,
36806,,,,SSS000002Ay3oM,2016-04-04 17:33:57.730000000,2016-03-16 03:00:41,,,385414,4022,REG,634444,,
36817,,,,SSS000002As2oq,2016-04-04 17:33:57.730000000,2016-03-28 20:26:54,Invalid,2016-03-22,386016,4022,REG,635787,,
36844,,,,SSS000002GNxJV,2016-04-04 17:33:57.730000000,2016-03-24 03:00:16,,,389057,4022,REG,649868,,
36855,,,,SSS000002GszQE,2016-04-04 17:33:57.730000000,2016-03-30 03:00:18,,,389161,4022,REG,651113,,
36867,,,,SSS000002CBXAc,2016-04-04 17:33:57.730000000,2016-02-20 04:01:00,,,351615,4022,REG,645301,,
36884,,,,SSS000002BNxxb,2016-04-04 17:33:57.730000000,2016-03-16 03:00:41,,,385475,4022,REG,636230,,
36887,,,,SSS000002Dlgkg,2016-04-04 17:33:57.730000000,2016-03-16 03:00:43,,,388028,4022,REG,648445,,
36939,,,,SSS000002F7uDU,2016-04-04 17:33:57.730000000,2016-03-10 04:00:35,,,388473,4022,REG,649423,,
36952,,,,SSS000002CYAav,2016-04-04 17:33:57.730000000,2016-02-03 04:00:36,,,387029,4022,REG,645837,,
36954,,,,SSS000002D4lQL,2016-04-04 17:33:57.730000000,2016-03-16 03:00:42,,,387756,4022,REG,646487,,
36956,,,,SSS000002DGTCl,2016-04-04 17:33:57.730000000,2016-02-11 04:00:31,,,387713,4022,REG,646118,,
36957,,,,SSS000002DmG5Q,2016-04-04 17:33:57.730000000,2016-03-16 03:00:43,,,387973,4022,REG,645787,,
37019,,,,SSS000002DcXLk,2016-04-04 17:33:57.730000000,2016-02-23 04:00:22,,,388006,4022,REG,645998,,
37023,,,,SSS000002Cog2y,2016-04-04 17:33:57.730000000,2016-02-20 04:01:03,,,387702,4022,REG,642481,,
37061,,,,SSS000002AUvMu,2016-04-04 17:33:57.730000000,2016-02-20 04:00:44,,,386505,4022,REG,636476,,
37064,,,,SSS000002EaeJ1,2016-04-04 17:33:57.730000000,2016-03-03 04:00:18,,,388309,4022,REG,648359,,
37132,,,,SSS000002CKR6A,2016-04-04 17:33:57.730000000,2016-03-16 03:00:42,,,387976,4022,REG,641549,,
37133,,,,SSS000002CTPIb,2016-04-04 17:33:57.730000000,2016-02-20 04:01:03,,,386896,4022,REG,641092,,
37152,,,,SSS000002DkHjA,2016-04-04 17:33:57.730000000,2016-04-04 20:17:03,Invalid,2016-03-22,388315,4022,REG,648372,,
37153,,,,SSS000002Dlgxt,2016-04-04 17:33:57.730000000,2016-03-16 03:00:43,,,388029,4022,REG,648444,,
37263,,,,SSS000002F9mK8,2016-04-04 17:33:57.730000000,2016-03-10 04:00:35,,,388540,4022,REG,648885,,
37279,,,,SSS000002Eun1x,2016-04-04 17:33:57.730000000,2016-03-08 04:00:21,,,388458,4022,REG,649541,,
37291,,,,SSS000002DWGy2,2016-04-04 17:33:57.730000000,2016-02-14 04:00:22,,,387955,4022,REG,646396,,
37315,,,,SSS000002D38Zl,2016-04-04 17:33:57.730000000,2016-02-20 04:01:04,,,387636,4022,REG,642453,,
37349,,,,SSS000002BTsAm,2016-04-04 17:33:57.730000000,2016-02-20 04:00:55,,,385785,4022,REG,635539,,
37356,,,,SSS000002EqgD3,2016-04-04 17:33:57.730000000,2016-03-05 04:00:32,,,388406,4022,REG,648527,,
37506,,,,SSS000002Cr79T,2016-04-04 17:33:57.730000000,2016-02-20 04:01:03,,,387143,4022,REG,642292,,
37520,,,,SSS000002A1lDZ,2016-04-04 17:33:57.730000000,2016-02-20 04:00:33,,,384095,4022,REG,633633,,
37523,,,,SSS000002AXV9M,2016-04-04 17:33:57.730000000,2016-02-20 04:00:45,,,384846,4022,REG,636461,,
37533,,,,SSS000002AN852,2016-04-04 17:33:57.730000000,2016-02-20 04:00:41,,,386212,4022,REG,635599,,
37548,,,,SSS000002DUmE3,2016-04-04 17:33:57.730000000,2016-02-20 04:01:05,,,388013,4022,REG,648198,,
37550,,,,SSS000002EaxBK,2016-04-04 17:33:57.730000000,2016-03-04 04:00:37,,,388379,4022,REG,649341,,
37553,,,,SSS000002DUlZI,2016-04-04 17:33:57.730000000,2016-02-20 04:01:05,,,388014,4022,REG,648197,,
37555,,,,SSS000002DpKXc,2016-04-04 17:33:57.730000000,2016-03-16 03:00:43,,,388009,4022,REG,648559,,
37557,,,,SSS000002FvGsx,2016-04-04 17:33:57.730000000,2016-03-22 03:00:31,,,389000,4022,REG,649961,,
37559,,,,SSS000002GNxiH,2016-04-04 17:33:57.730000000,2016-03-24 03:00:16,,,389058,4022,REG,649873,,
37569,,,,SSS000002FYYIG,2016-04-04 17:33:57.730000000,2016-03-16 03:00:46,,,388952,4022,REG,650260,,
37572,,,,SSS000002Gh1Ry,2016-04-04 17:33:57.730000000,2016-03-25 03:00:24,,,389076,4022,REG,650912,,
37573,,,,SSS000002GQof8,2016-04-04 17:33:57.730000000,2016-03-24 03:00:16,,,389061,4022,REG,650822,,
37576,,,,SSS000002CPnau,2016-04-04 17:33:57.730000000,2016-02-20 04:01:03,,,386886,4022,REG,641375,,
37579,,,,SSS000002Blgw5,2016-04-04 17:33:57.730000000,2016-02-20 04:00:51,,,385889,4022,REG,643520,,
37596,,,,SSS000002CBpaA,2016-04-04 17:33:57.730000000,2016-02-20 04:01:00,,,387904,4022,REG,645446,,
37603,,,,SSS000002DlhB7,2016-04-04 17:33:57.730000000,2016-03-16 03:00:43,,,388031,4022,REG,648443,,
37612,,,,SSS000002Ecn4H,2016-04-04 17:33:57.730000000,2016-03-03 04:00:19,,,388323,4022,REG,648410,,
37615,,,,SSS000002EOBgQ,2016-04-04 17:33:57.730000000,2016-02-27 04:00:20,,,388139,4022,REG,648810,,
37620,,,,SSS000002F5fB8,2016-04-04 17:33:57.730000000,2016-03-09 04:00:21,,,388486,4022,REG,649449,,
37623,,,,SSS000002Eulkq,2016-04-04 17:33:57.730000000,2016-03-08 04:00:21,,,388419,4022,REG,649540,,
37631,,,,SSS000002DcjrB,2016-04-04 17:33:57.730000000,2016-03-16 03:00:42,,,387972,4022,REG,645786,,
37661,,,,SSS000002Ay4bR,2016-04-04 17:33:57.730000000,2016-02-20 04:00:46,,,385413,4022,REG,634436,,
37670,,,,SSS0000029fsxL,2016-04-04 17:33:57.730000000,2016-02-20 04:00:32,,,384089,4022,REG,633690,,
37683,,,,SSS000002An3m3,2016-04-04 17:33:57.730000000,2016-03-16 03:00:41,,,384932,4022,REG,637368,,
37684,,,,SSS000002EadnW,2016-04-04 17:33:57.730000000,2016-03-16 03:00:44,,,388311,4022,REG,648365,,
37692,,,,SSS000002Dv67N,2016-04-04 17:33:57.730000000,2016-03-16 03:00:44,,,388060,4022,REG,648637,,
37694,,,,SSS000002DyYoM,2016-04-04 17:33:57.730000000,2016-02-25 04:00:46,,,388256,4022,REG,648695,,
37709,,,,SSS000002C4KEJ,2016-04-04 17:33:57.730000000,2016-02-20 04:00:58,,,386457,4022,REG,640697,,
37710,,,,SSS000002BW16G,2016-04-04 17:33:57.730000000,2016-02-20 04:00:56,,,385576,4022,REG,641089,,
37723,,,,SSS000002BIWMs,2016-04-04 17:33:57.730000000,2016-02-20 04:00:49,,,385664,4022,REG,642074,,
37733,,,,SSS000002Brdeh,2016-04-04 17:33:57.730000000,2016-02-20 04:00:54,,,387144,4022,REG,643860,,
37775,,,,SSS000002EcnVM,2016-04-04 17:33:57.730000000,2016-03-16 03:00:44,,,388329,4022,REG,648417,,
37779,,,,SSS000002Er1PN,2016-04-04 17:33:57.730000000,2016-03-04 04:00:39,,,388366,4022,REG,649360,,
37807,,,,SSS000002EqK5J,2016-04-04 17:33:57.730000000,2016-03-16 03:00:33,,,388392,4030,BLM,648512,,
37808,,,,SSS000002EMzuT,2016-04-04 17:33:57.730000000,2016-02-27 04:00:22,,,388302,4030,BLM,648749,,
37952,,,,SSS000002BswuK,2016-04-04 17:33:57.730000000,2016-02-20 04:00:24,,,386450,4030,REG,641181,,
37973,,,,SSS000002D4nZk,2016-04-04 17:33:57.730000000,2016-02-10 04:00:10,,,387691,4030,REG,646516,,
37985,,,,SSS0000029gdf6,2016-04-04 17:33:57.730000000,2016-03-16 03:00:31,,,355762,4030,REG,633409,,
37989,,,,SSS000002DofQG,2016-04-04 17:33:57.730000000,2016-02-25 04:00:42,,,388050,4030,REG,648650,,
37998,,,,SSS000002BMSFh,2016-04-04 17:33:57.730000000,2016-03-16 03:00:31,,,385443,4030,REG,636779,,
38001,,,,SSS000002BkK36,2016-04-04 17:33:57.730000000,2016-02-20 04:00:21,,,385969,4030,REG,643476,,
38005,,,,SSS000002C6Q6n,2016-04-04 17:33:57.730000000,2016-02-20 04:00:27,,,386549,4030,REG,641796,,
38011,,,,SSS000002Deaxw,2016-04-04 17:33:57.730000000,2016-03-16 03:00:32,,,388040,4030,REG,648291,,
38012,,,,SSS000002DGbfR,2016-04-04 17:33:57.730000000,2016-02-11 04:00:30,,,387782,4030,REG,646608,,
38076,,,,SSS000002D4nZn,2016-04-04 17:33:57.730000000,2016-02-10 04:00:10,,,387691,4031,REG,646516,,
38097,,,,SSS000002ERbmG,2016-04-04 17:33:57.730000000,2016-03-01 04:00:32,,,388178,4031,REG,648362,,
38098,,,,SSS000002DofQJ,2016-04-04 17:33:57.730000000,2016-02-25 04:00:44,,,388050,4031,REG,648650,,
38108,,,,SSS000002BMSFk,2016-04-04 17:33:57.730000000,2016-03-16 03:00:41,,,385443,4031,REG,636779,,
38116,,,,SSS000002C6Q6q,2016-04-04 17:33:57.730000000,2016-02-20 04:01:34,,,386549,4031,REG,641796,,
38125,,,,SSS000002Deaxz,2016-04-04 17:33:57.730000000,2016-03-16 03:00:42,,,388040,4031,REG,648291,,
38129,,,,SSS000002EqK5b,2016-04-04 17:33:57.730000000,2016-03-16 03:00:44,,,388392,4031,REG,648512,,
38131,,,,SSS000002EMzuZ,2016-04-04 17:33:57.730000000,2016-02-27 04:00:22,,,388302,4031,REG,648749,,
38159,,,,SSS000002FkIuP,2016-04-04 17:33:57.730000000,2016-03-19 03:00:25,,,388978,4031,REG,650545,,
38160,,,,SSS000002Ctk55,2016-04-04 17:33:57.730000000,2016-02-20 04:01:39,,,387176,4031,REG,641554,,
38162,,,,SSS000002B6GhI,2016-04-04 17:33:57.730000000,2016-02-20 04:01:20,,,385438,4031,REG,641601,,
38176,,,,SSS000002DebCP,2016-04-04 17:33:57.730000000,2016-02-23 04:00:22,,,388039,4031,REG,648289,,
38182,,,,SSS000002FBpqY,2016-04-04 17:33:57.730000000,2016-03-11 04:00:33,,,388812,4031,REG,649525,,
38236,,,,SSS000002BswuN,2016-04-04 17:33:57.730000000,2016-02-20 04:01:29,,,386450,4031,REG,641181,,
38275,,,,SSS000002CKOwT,2016-04-04 17:33:57.730000000,2016-02-20 04:01:39,,,386862,4033,REG,642896,,
38282,,,,SSS000002BJoZv,2016-04-04 17:33:57.730000000,2016-02-20 04:01:24,,,385572,4033,REG,636649,,
38284,,,,SSS000002CtVUz,2016-04-04 17:33:57.730000000,2016-03-16 03:00:42,,,387177,4033,REG,641559,,
38285,,,,SSS000002DXZAU,2016-04-04 17:33:57.730000000,2016-03-16 03:00:44,,,387913,4033,REG,646653,,
38352,,,,SSS000002Do93s,2016-04-04 17:33:57.730000000,2016-03-16 03:00:43,,,388373,4033,REG,648467,,
38399,,,,SSS000002C3qP5,2016-04-04 17:33:57.730000000,2016-03-16 03:00:42,,,387603,4033,REG,644139,,
38405,,,,SSS000002BJfc3,2016-04-04 17:33:57.730000000,2016-03-16 03:00:41,,,385445,4033,REG,636784,,
38408,,,,SSS000002DXYyZ,2016-04-04 17:33:57.730000000,2016-02-14 04:00:22,,,387912,4033,REG,646648,,
38442,,,,SSS000002FCCsp,2016-04-04 17:33:57.730000000,2016-03-10 04:00:37,,,388953,4033,REG,649025,,
38448,,,,SSS000002H53OH,2016-04-04 17:33:57.730000000,2016-03-31 03:00:23,,,389182,4033,REG,650977,,
38469,,,,SSS000002ERbIO,2016-04-04 17:33:57.730000000,2016-03-16 03:00:44,,,388179,4033,REG,648366,,
38471,,,,SSS000002DWZYG,2016-04-04 17:33:57.730000000,2016-02-19 04:00:11,,,387966,4033,REG,647028,,
38481,,,,SSS000002GT28Q,2016-04-04 17:33:57.730000000,2016-03-24 03:00:16,,,389126,4033,REG,649899,,
38482,,,,SSS000002BJgtV,2016-04-04 17:33:57.730000000,2016-02-20 04:01:23,,,385444,4033,REG,636770,,
38520,,,,SSS000002H57En,2016-04-04 17:33:57.730000000,2016-03-31 03:00:23,,,389168,4033,REG,650976,,
38558,,,,SSS000002Ecpw0,2016-04-04 17:33:57.730000000,2016-03-03 04:00:21,,,388358,4033,REG,648733,,
38997,,,,SSS000002DTMrc,2016-04-04 17:33:57.730000000,2016-02-13 04:00:35,,,387850,4052,BLM,645908,,
39001,,,,SSS000002D6ATy,2016-04-04 17:33:57.730000000,2016-02-20 04:01:47,,,387386,4052,BLM,642475,,
39002,,,,SSS000002D5ZBt,2016-04-04 17:33:57.730000000,2016-02-20 04:01:47,,,387411,4052,BLM,644544,,
39036,,,,SSS000002F7nOj,2016-04-04 17:33:57.730000000,2016-03-10 04:00:37,,,389080,4052,BLM,649357,,
39060,,,,SSS000002Dmqn5,2016-04-04 17:33:57.730000000,2016-03-16 03:00:49,,,387996,4052,BLM,646376,,
39067,,,,SSS000002Cjvm1,2016-04-04 17:33:57.730000000,2016-02-20 04:01:47,,,387178,4052,BLM,642081,,
39114,,,,SSS000002EQ2GC,2016-04-04 17:33:57.730000000,2016-02-27 04:00:18,,,388153,4052,BLM,646892,,
39135,,,,SSS000002EMu0Z,2016-04-04 17:33:57.730000000,2016-02-27 04:00:19,,,388160,4052,BLM,648186,,
39136,,,,SSS000002EcFsP,2016-04-04 17:33:57.730000000,2016-03-02 04:00:19,,,388252,4052,BLM,648367,,
39137,,,,SSS000002DuL9D,2016-04-04 17:33:57.730000000,2016-02-25 04:00:47,,,388048,4052,BLM,648121,,
39138,,,,SSS000002DuE8R,2016-04-04 17:33:57.730000000,2016-03-16 03:00:49,,,388045,4052,BLM,646844,,
39144,,,,SSS000002Fe4nw,2016-04-04 17:33:57.730000000,2016-03-17 03:00:33,,,388900,4052,BLM,649885,,
39160,,,,SSS000002F4dWg,2016-04-04 17:33:57.730000000,2016-03-09 04:00:22,,,388477,4052,BLM,649237,,
39164,,,,SSS000002H5aPM,2016-04-04 17:33:57.730000000,2016-04-01 03:00:36,,,389194,4052,BLM,650746,,
39165,,,,SSS000002H5P7u,2016-04-04 17:33:57.730000000,2016-04-01 03:00:36,,,389195,4052,BLM,650720,,
39382,,,,SSS000002Bn54u,2016-04-04 17:33:57.730000000,2016-02-20 04:01:45,,,386162,4052,REG,643586,,
39441,,,,SSS000002CIMbA,2016-04-04 17:33:57.730000000,2016-03-16 03:00:48,,,386900,4052,REG,645518,,
39471,,,,SSS000002AfcgR,2016-04-04 17:33:57.730000000,2016-02-20 04:01:42,,,384931,4052,REG,637039,,
39472,,,,SSS000002Ay4bU,2016-04-04 17:33:57.730000000,2016-02-20 04:01:44,,,385413,4052,REG,634436,,
39473,,,,SSS000002Bcaix,2016-04-04 17:33:57.730000000,2016-02-20 04:01:44,,,386283,4052,REG,636879,,
39511,,,,SSS000002Bkbq5,2016-04-04 17:33:57.730000000,2016-02-20 04:01:45,,,386599,4052,REG,641928,,
39540,,,,SSS000002FAuju,2016-04-04 17:33:57.730000000,2016-03-10 04:00:38,,,388489,4052,REG,649749,,
39591,,,,SSS000002DuGhL,2016-04-04 17:33:57.730000000,2016-02-25 04:00:47,,,388085,4052,REG,648625,,
39592,,,,SSS000002EomNm,2016-04-04 17:33:57.730000000,2016-03-04 04:00:41,,,388506,4052,REG,648331,,
39599,,,,SSS000002FKxu8,2016-04-04 17:33:57.730000000,2016-03-12 04:00:45,,,389135,4052,REG,649925,,
39606,,,,SSS000002Bbxi0,2016-04-04 17:33:57.730000000,2016-02-20 04:01:44,,,385907,4052,REG,640783,,
39609,,,,SSS000002BOKfu,2016-04-04 17:33:57.730000000,2016-02-20 04:01:45,,,385782,4052,REG,636687,,
39645,,,,SSS000002EZ61I,2016-04-04 17:33:57.730000000,2016-03-02 04:00:20,,,388236,4052,REG,649085,,
39651,,,,SSS000002FaoVZ,2016-04-04 17:33:57.730000000,2016-03-18 03:00:20,,,389019,4052,REG,650483,,
39659,,,,SSS000002Cr92X,2016-04-04 17:33:57.730000000,2016-02-05 04:00:10,,,387291,4052,REG,646082,,
39701,,,,SSS000002AUvMx,2016-04-04 17:33:57.887000000,2016-02-20 04:01:43,,,386505,4052,REG,636476,,
39720,,,,SSS000002AexAc,2016-04-04 17:33:57.887000000,2016-02-20 04:01:42,,,384682,4052,REG,636722,,
39730,,,,SSS000002EBidy,2016-04-04 17:33:57.887000000,2016-02-26 04:00:39,,,388365,4052,REG,648462,,
39759,,,,SSS000002DuEtM,2016-04-04 17:33:57.887000000,2016-03-16 03:00:50,,,388043,4052,REG,646845,,
