78875,,,,SSS000002FJxJH,2016-04-05 16:56:08.863000000,2016-03-23 18:19:46,Invalid,2016-03-22,388906,1265,REG,649936,12,
78876,,,,SSS000002FJxJl,2016-04-05 16:56:08.863000000,2016-03-23 18:19:47,Invalid,2016-03-22,388906,1200,RES,649936,12,
78877,,,,SSS000002FJxJo,2016-04-05 16:56:08.863000000,2016-03-23 18:17:10,Invalid,2016-03-22,388906,1460,REG,649936,12,
79550,,,,SSS000002AewKV,2016-04-05 16:56:08.863000000,2016-03-28 14:05:41,Invalid,2016-03-22,385666,4620,BLM,636754,01,
79652,,,,SSS000002AHLGN,2016-04-05 16:56:08.863000000,2016-03-24 20:05:44,Invalid,2016-03-22,384726,4570,REG,635025,08,
79857,,,,SSS000002AmIPh,2016-04-05 16:56:08.863000000,2016-03-23 18:16:23,Invalid,2016-03-22,385377,4620,BLM,636776,01,
80123,,,,SSS000002B5ov1,2016-04-05 16:56:08.863000000,2016-03-28 14:06:10,Invalid,2016-03-22,385555,4230,BLM,635167,04,
80172,,,,SSS000002Bbt2G,2016-04-05 16:56:08.863000000,2016-03-23 18:17:54,Invalid,2016-03-22,385905,1470,BLM,636767,12,
80349,,,,SSS000002BJkBt,2016-04-05 16:56:08.863000000,2016-04-05 18:04:48,Invalid,2016-03-22,385441,1470,BLM,636785,10,
80652,,,,SSS000002Bt8ma,2016-04-05 16:56:08.863000000,2016-02-20 04:00:24,,,223379,1420,REG,643964,10,
80950,,,,SSS000002C3pT2,2016-04-05 16:56:08.863000000,2016-03-28 15:47:24,Invalid,2016-03-22,386373,4460,BLM,644138,01,
81416,,,,SSS000002CJHnG,2016-04-05 16:56:08.863000000,2016-03-23 18:19:18,Invalid,2016-03-22,387484,4070,REG,645531,01,
81432,,,,SSS000002CJnCn,2016-04-05 16:56:08.863000000,2016-03-23 18:17:12,Invalid,2016-03-22,386550,4450,BLM,641583,01,
81433,,,,SSS000002CJnCq,2016-04-05 16:56:08.863000000,2016-03-23 18:15:36,Invalid,2016-03-22,386550,4322,BLM,641583,01,
81837,,,,SSS000002D3Iba,2016-04-05 16:56:08.863000000,2016-03-23 18:14:17,Invalid,2016-03-22,387519,1470,BLM,643987,10,
82952,,,,SSS000002BZkwo,2016-04-05 16:56:08.863000000,2016-03-21 21:13:37,Not Current,,386725,4570,REG,637598,01,
82963,,,,SSS000002Dc1R9,2016-04-05 16:56:08.863000000,2016-03-23 18:22:21,Invalid,2016-03-22,387927,4400,BLM,640940,01,
83410,,,,SSS000002DuoKO,2016-04-05 16:56:08.863000000,2016-02-26 04:00:36,,,388816,4390,KED,648796,K1,
83411,,,,SSS000002DuoKU,2016-04-05 16:56:08.863000000,2016-02-26 04:00:36,,,388816,4290,KED,648796,K1,
83414,,,,SSS000002DUUPj,2016-04-05 16:56:08.863000000,2016-03-28 16:54:32,Invalid,2016-03-22,388086,1991,BIS,646735,09,
84047,,,,SSS000002EqIpz,2016-04-05 16:56:08.863000000,2016-03-23 18:23:00,Valid,2016-03-22,388434,4240,BLS,648745,03,
84048,,,,SSS000002EqIqK,2016-04-05 16:56:08.863000000,2016-03-23 18:18:39,Valid,2016-03-22,388434,4123,REG,648745,03,
84049,,,,SSS000002EqIqN,2016-04-05 16:56:08.863000000,2016-03-23 18:15:19,Valid,2016-03-22,388434,4031,REG,648745,03,
84050,,,,SSS000002EqIqZ,2016-04-05 16:56:08.863000000,2016-03-23 18:17:31,Valid,2016-03-22,388434,4561,REG,648745,03,
84069,,,,SSS000002EtkLC,2016-04-05 16:56:08.863000000,2016-03-28 17:29:47,Override,2016-03-22,388492,4345,BEM,646853,K2,
84096,,,,SSS000002EZgVq,2016-04-05 16:56:08.863000000,2016-03-03 04:00:20,,,388245,4242,REG,648938,03,
84622,,,,SSS000002FNC9Q,2016-04-05 16:56:08.863000000,2016-03-24 23:28:27,Invalid,2016-03-22,388551,4084,KED,649963,K1,
