20064,,,,SSS000002BmKiu,2016-04-05 16:56:07.400000000,2016-02-20 04:00:51,,,385806,4230,BLM,635996,05,680336
20099,,,,SSS000002BOTq9,2016-04-05 16:56:07.400000000,2016-02-20 04:00:53,,,385504,4230,BLM,636695,05,673490
